0.5,31,206
1.5,30,146
2.5,34,168
3.5,57,189
4.5,95,219
5.5,104,195
6.5,90,164
7.5,96,145
8.5,134,180
9.5,110,160
10.5,111,148
11.5,147,178
12.5,138,177
13.5,141,165
14.5,53,67
15.5,49,58
16.5,73,81
17.5,69,79
18.5,97,111
19.5,65,76
20.5,74,82
21.5,84,101
22.5,82,88
23.5,79,85
24.5,90,94
25.5,84,91
26.5,81,89
27.5,72,76
28.5,71,79
29.5,51,56
30.5,45,52
31.5,45,48
32.5,35,37
33.5,39,41
34.5,36,40
35.5,37,38
36.5,37,39
37.5,37,41
38.5,28,30
39.5,26,27
40.5,25,25
41.5,21,22
42.5,18,19
43.5,18,18
